id,target
6,0.9265105912702241
7,0.41071970199500946
10,0.9345975981808989
14,0.7202014722466449
15,0.1827044413080735
17,0.8635187590141801
18,0.4623826717775216
28,0.20606669154096655
36,0.20606669154096655
37,0.18130179836594607
40,0.20606669154096655
44,0.20606669154096655
48,0.3339827185810158
52,0.20606669154096655
63,0.20606669154096655
65,0.2196389172194554
66,0.8932361565737927
71,0.2977768768555614
74,0.5
76,0.7369561308521814
79,0.3339827185810158
93,0.8562346383915578
100,0.44849633393338395
117,0.8067083745126751
121,0.7476788092441536
126,0.9224411723600611
128,0.5767109630377742
129,0.6871751624337765
132,0.718123250380846
133,0.5767109630377742
134,0.8621273117025571
135,0.718123250380846
139,0.7529150258787686
141,0.5767109630377742
153,0.20606669154096655
156,0.35979648302800904
157,0.20606669154096655
161,0.125382826476299
162,0.20606669154096655
174,0.3580379375953503
193,0.24521226998056087
194,0.4269262836088736
195,0.18493453077012614
196,0.5984902201540677
197,0.718123250380846
198,0.5767109630377742
201,0.4734646298743761
204,0.6853795086022211
210,0.7442995007965707
219,0.7710204306416184
226,0.718123250380846
231,0.7057444134096009
232,0.6878120473076668
235,0.7710204306416184
237,0.718123250380846
238,0.5767109630377742
242,0.8521029688397168
246,0.1765689691833561
249,0.9358770786928092
251,0.21607697201252885
253,0.9358770786928092
254,0.3339827185810158
262,0.9357043540903612
271,0.3339827185810158
273,0.38237018734037936
277,0.9357043540903612
290,0.5648313753373878
294,0.24611450760399448
309,0.1483778133047267
314,0.3958747717227183
315,0.1865477861243616
318,0.18218940530454125
320,0.3405181432140959
321,0.14679338444861106
331,0.10984933802055359
332,0.18218940530454125
334,0.20606669154096655
338,0.8724400452918921
340,0.3339827185810158
341,0.3373505406056528
345,0.20606669154096655
347,0.20606669154096655
348,0.3339827185810158
352,0.20606669154096655
355,0.5163076251669309
361,0.20626297043257338
370,0.5163076251669309
371,0.12919286966691151
375,0.2699638789052286
381,0.44862337868050617
383,0.20606669154096655
393,0.5163076251669309
396,0.18218940530454125
402,0.20606669154096655
409,0.20606669154096655
413,0.23367067264392774
418,0.1383981491928083
426,0.16498743465676757
437,0.547192419941844
438,0.24076680692266772
446,0.6952678150503515
447,0.6952678150503515
450,0.11780670421173453
454,0.17914756069569282
457,0.12049237264672509
468,0.1483778133047267
472,0.4383632333775804
474,0.3339827185810158
476,0.18218940530454125
478,0.20606669154096655
481,0.20606669154096655
482,0.20626994249470965
485,0.3339827185810158
486,0.15622035116874253
487,0.17304540095251095
495,0.20606669154096655
496,0.3580379375953503
502,0.3580379375953503
503,0.27301934650705967
514,0.3580379375953503
520,0.3567770420738439
522,0.3580379375953503
523,0.27301934650705967
530,0.3580379375953503
543,0.27301934650705967
560,0.3389348815064132
564,0.3580379375953503
565,0.9542492949160079
575,0.9313344676507297
576,0.748292680487174
594,0.9542492949160079
600,0.3339827185810158
603,0.20626994249470965
606,0.9542492949160079
607,0.20606669154096655
611,0.20606669154096655
612,0.1841136248808188
621,0.24518508773903763
630,0.3339827185810158
640,0.5225054099109875
642,0.3339827185810158
643,0.7714476547234237
646,0.5995732216409485
652,0.7441626205107474
653,0.3360654468066258
655,0.9837837031969716
659,0.9194500523415152
667,0.9184863834795555
669,0.5
671,0.4670559188400017
680,0.7303541399057182
681,0.2363504825995725
682,0.2517549883993706
687,0.3339827185810158
689,0.3294372134705034
690,0.5995732216409485
702,0.29427517920572926
706,0.26266822544833784
709,0.37141651068985304
712,0.7162129981806306
717,0.7162129981806306
720,0.48355113766669244
731,0.7162129981806306
745,0.7162129981806306
748,0.21402593820976507
761,0.3580379375953503
773,0.3580379375953503
782,0.24227793443842383
786,0.3339827185810158
787,0.1594640890112642
788,0.36638915887690465
791,0.3339827185810158
796,0.29964904619133387
797,0.41999276562980725
800,0.2069921031823811
805,0.20603755016229597
807,0.1345154366541081
808,0.1553740249677582
810,0.3339827185810158
818,0.1827044413080735
826,0.4663549598343526
836,0.3339827185810158
849,0.23799044218879106
851,0.27907984355964394
852,0.5189346529883517
853,0.31409629480141826
866,0.3339827185810158
872,0.3339827185810158
877,0.44862337868050617
884,0.3958747717227183
892,0.3580379375953503
895,0.6048839684908903
898,0.20606669154096655
911,0.20606669154096655
923,0.5175677062530131
926,0.44862337868050617
932,0.2046795961291887
936,0.20268945190791976
939,0.6834596115857292
940,0.23155654825852806
941,0.20606669154096655
944,0.2403477372803447
948,0.17120214640879097
953,0.189510159470014
956,0.32340220574117895
957,0.4096862168281804
963,0.15435878229420633
965,0.1617553374570829
971,0.27137850659062973
976,0.20606669154096655
981,0.3339827185810158
985,0.1735269444437828
987,0.20606669154096655
993,0.16498654245290706
996,0.20061740613339757
1002,0.3339827185810158
1006,0.20615921254494843
1009,0.20606669154096655
1015,0.20618388685981542
1020,0.3339827185810158
1024,0.25317855698933744
1031,0.20606669154096655
1032,0.2705026398790348
1040,0.1359947128135457
1048,0.12820346659529386
1052,0.20606669154096655
1058,0.15615048277783172
1061,0.20606669154096655
1067,0.20606669154096655
1079,0.20606669154096655
1081,0.23377094401514983
1083,0.11840218369247239
1090,0.12955657168171295
1091,0.2054542748615603
1102,0.2057131408249383
1109,0.1899461395552079
1113,0.29461492544631657
1119,0.20606669154096655
1120,0.35737676711022187
1122,0.1646869360507202
1123,0.20615921254494843
1128,0.2000383482309892
1134,0.20606669154096655
1138,0.2054542748615603
1142,0.3339827185810158
1146,0.3580379375953503
1149,0.23225640390503918
1152,0.3339827185810158
1153,0.3580379375953503
1154,0.18450638600502428
1155,0.20606669154096655
1166,0.3705871457643021
1167,0.16455022426884694
1174,0.4267527648132648
1181,0.3339827185810158
1188,0.4861923829406868
1195,0.21685823440884147
1198,0.20606669154096655
1199,0.20606669154096655
1202,0.3339827185810158
1207,0.20606669154096655
1208,0.3339827185810158
1219,0.20606669154096655
1222,0.20606669154096655
1223,0.6324181448601671
1224,0.3339827185810158
1226,0.20606669154096655
1228,0.20606669154096655
